,Survived,Sex,Age,Ticket_category,Ticket_number,Is_with_familly,Fare_per_person,Pclass_1,Pclass_2,Pclass_3,SibSp_0,SibSp_1,SibSp_2,Parch_0,Parch_1,Parch_2,Embarked_C,Embarked_Q,Embarked_S
225,0,0,0.2711736617240512,1,0.011031613132389506,0,0.04215904827864831,0,0,1,1,0,0,1,0,0,0,0,1
226,1,0,0.2334757476752953,1,0.0019054143197848481,0,0.04734438576746602,0,1,0,1,0,0,1,0,0,0,0,1
227,0,0,0.2523247046996733,1,0.05371949053635764,0,0.032690171125155106,0,0,1,1,0,0,1,0,0,0,0,1
228,0,0,0.22090977632571,0,0.5992058659359619,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
229,0,1,0.26803216888665493,0,0.010486121682650836,1,0.02870726831010302,0,0,1,0,0,1,0,1,0,0,0,1
230,1,1,0.4345312892686604,0,0.09380676916831583,1,0.18819393342567742,1,0,0,0,1,0,1,0,0,0,0,1
231,0,0,0.35913546117114853,0,0.880567818541635,0,0.035057390413528414,0,0,1,1,0,0,1,0,0,0,0,1
232,0,0,0.7361146016587082,0,0.6024306084132542,0,0.06087135312959917,0,1,0,1,0,0,1,0,0,0,0,1
233,1,1,0.05755214878110078,0,0.8805931902369717,1,0.03538147400657952,0,0,1,0,0,1,0,0,1,0,0,1
234,0,0,0.2963056044232219,1,0.07501395443243518,0,0.04734438576746602,0,1,0,1,0,0,1,0,0,0,0,1
235,0,1,0.26803216888665493,1,0.016768153448013398,0,0.03404286786136842,0,0,1,1,0,0,1,0,0,0,0,1
236,0,0,0.5476250314149284,0,0.06776018673567769,0,0.11723371713848728,0,1,0,0,1,0,1,0,0,0,0,1
237,1,1,0.09525006282985675,1,0.08098898868422388,1,0.039453654806221684,0,1,0,1,0,0,0,0,1,0,0,1
238,0,0,0.2334757476752953,0,0.0727279646826001,0,0.04734438576746602,0,1,0,1,0,0,1,0,0,0,0,1
239,0,0,0.4093993465694898,1,0.004021413710864161,0,0.05534784145672813,0,1,0,1,0,0,1,0,0,0,0,1
240,0,1,0.26803216888665493,0,0.006761556807225859,1,0.03258691527429083,0,0,1,0,1,0,1,0,0,1,0,0
241,1,1,0.26803216888665493,0,0.9317247678489877,1,0.034944665685510634,0,0,1,0,1,0,1,0,0,0,1,0
242,0,0,0.35913546117114853,1,0.03618764905871011,0,0.04734438576746602,0,1,0,1,0,0,1,0,0,0,0,1
243,0,0,0.2711736617240512,1,0.7535117473227452,0,0.03212654748506623,0,0,1,1,0,0,1,0,0,0,0,1
244,0,0,0.37170143252073384,0,0.006835134723702238,0,0.03257744639713733,0,0,1,1,0,0,1,0,0,1,0,0
245,0,0,0.5476250314149284,0,0.05056071446694069,1,0.20290451043199723,1,0,0,0,0,1,1,0,0,0,1,0
246,0,1,0.3088715757728072,0,0.8805779672197697,0,0.035057390413528414,0,0,1,1,0,0,1,0,0,0,0,1
247,1,1,0.2963056044232219,0,0.6359390064444107,1,0.032690171125155106,0,1,0,1,0,0,0,0,1,0,0,1
248,1,0,0.4596632319678311,0,0.029814279190135486,1,0.11848315802383631,1,0,0,0,1,0,0,1,0,0,0,1
249,0,0,0.6732847449107816,0,0.6197087329375349,1,0.05861685856924364,0,1,0,0,1,0,1,0,0,0,0,1
250,0,0,0.3278158951094034,0,0.919257116760542,0,0.032690171125155106,0,0,1,1,0,0,1,0,0,0,0,1
251,0,1,0.35913546117114853,0,0.8805348353376974,1,0.023587649337719677,0,0,1,0,1,0,0,1,0,0,0,1
252,0,0,0.7738125157074642,0,0.2880042624448166,0,0.11971366115487836,1,0,0,1,0,0,1,0,0,0,0,1
253,0,0,0.37170143252073384,1,0.008463997564317248,1,0.036297362421723954,0,0,1,0,1,0,1,0,0,0,0,1
254,0,1,0.5099271173661725,0,0.939080022327092,1,0.04556897130118604,0,0,1,1,0,0,0,0,1,0,0,1
255,1,1,0.35913546117114853,0,0.006723499264220836,0,0.06874314633653651,0,0,1,1,0,0,0,0,1,1,0,0
256,1,1,0.42965273568588025,1,0.044616126249556,0,0.35711193836031513,1,0,0,1,0,0,1,0,0,1,0,0
257,1,1,0.37170143252073384,0,0.27947429847262395,0,0.13000918631383526,1,0,0,1,0,0,1,0,0,0,0,1
258,1,1,0.4345312892686604,1,0.0450474450702796,0,0.7700289296741984,1,0,0,1,0,0,1,0,0,1,0,0
259,1,1,0.6230208595124404,0,0.5846475871517736,0,0.05861685856924364,0,1,0,1,0,0,0,1,0,0,0,1
260,0,0,0.3278158951094034,0,0.9754427360836252,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,1,0
261,1,0,0.032420206081930136,0,0.8805931902369717,1,0.03538147400657952,0,0,1,0,0,1,0,0,1,0,0,1
262,0,0,0.648152802211611,0,0.28013649972091137,1,0.11971366115487836,1,0,0,0,1,0,0,1,0,0,0,1
263,0,0,0.49736114601658704,0,0.2843126807733293,0,0.0,1,0,0,1,0,0,1,0,0,0,0,1
264,0,1,0.26803216888665493,0,0.9708453848886184,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,1,0
265,0,0,0.4470972606182458,1,0.0437611001167098,0,0.04734438576746602,0,1,0,1,0,0,1,0,0,0,0,1
266,0,0,0.19577783362653933,0,0.7535117473227452,1,0.029825084288036628,0,0,1,0,0,1,0,1,0,0,0,1
267,1,0,0.3088715757728072,0,0.8806084132541737,0,0.035057390413528414,0,0,1,0,1,0,1,0,0,0,0,1
268,1,1,0.723548630309123,1,0.044608514740954994,1,0.23065358097903982,1,0,0,1,0,0,0,1,0,0,0,1
269,1,1,0.4345312892686604,1,0.045060130917947944,0,0.2038563580353793,1,0,0,1,0,0,1,0,0,0,0,1
270,0,0,0.5134630075221647,0,0.28872481859237836,0,0.06988933137102127,1,0,0,1,0,0,1,0,0,0,0,1
271,1,0,0.3088715757728072,1,0.0,0,0.0,0,0,1,1,0,0,1,0,0,0,0,1
272,1,1,0.5099271173661725,0,0.6359263205967424,1,0.043962643926932735,0,1,0,1,0,0,0,1,0,0,0,1
273,0,0,0.4596632319678311,1,0.04464403511442635,0,0.13391697688511817,1,0,0,1,0,0,0,1,0,1,0,0
274,1,1,0.26803216888665493,0,0.9397041660323744,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,1,0
275,1,1,0.7863784870570495,0,0.034256863043588576,0,0.11717104218970939,1,0,0,0,1,0,1,0,0,0,0,1
276,0,1,0.5601910027645137,0,0.880583041558837,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,0,1
277,0,0,0.38100913634967415,0,0.6085477241589283,0,0.0,0,1,0,1,0,0,1,0,0,0,0,1
278,0,0,0.08268409148027142,0,0.9708529963972193,1,0.026264861628141862,0,0,1,0,0,1,0,1,0,0,1,0
279,1,1,0.4345312892686604,1,0.006781854163495206,1,0.04565351484719937,0,0,1,0,1,0,0,1,0,0,0,1
280,0,0,0.8115104297562202,0,0.8536027807378089,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,1,0
281,0,0,0.34656948982156316,0,0.8815750748465013,0,0.03541450235188872,0,0,1,1,0,0,1,0,0,0,0,1
282,0,0,0.19577783362653933,0,0.8772974070127366,0,0.04283539664675497,0,0,1,1,0,0,1,0,0,0,0,1
283,1,0,0.2334757476752953,1,0.02659461105191049,0,0.036297362421723954,0,0,1,1,0,0,1,0,0,0,0,1
284,0,0,0.5134630075221647,0,0.28684223879839654,0,0.11723371713848728,1,0,0,1,0,0,1,0,0,0,0,1
285,0,0,0.4093993465694898,0,0.8860785507687624,0,0.03905911825815946,0,0,1,1,0,0,1,0,0,1,0,0
286,1,0,0.37170143252073384,0,0.877287258334602,0,0.04283539664675497,0,0,1,1,0,0,1,0,0,0,0,1
287,0,0,0.2711736617240512,0,0.8859948241741514,0,0.0356020762993103,0,0,1,1,0,0,1,0,0,0,0,1
288,1,0,0.5224930887157577,0,0.6033338407672401,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
289,1,1,0.2711736617240512,0,0.939699091693307,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,1,0
290,1,1,0.32143754712239253,0,0.0504313188207236,0,0.17776689608403312,1,0,0,1,0,0,1,0,0,0,0,1
291,1,1,0.2334757476752953,0,0.030362307809407827,1,0.2053375609615329,1,0,0,0,1,0,1,0,0,1,0,0
292,0,0,0.4470972606182458,1,0.005487897701324403,0,0.05805323492915476,0,1,0,1,0,0,1,0,0,1,0,0
293,0,1,0.2963056044232219,0,0.8860709392601614,0,0.03990455371829279,0,0,1,1,0,0,1,0,0,0,0,1
294,0,0,0.2963056044232219,0,0.8860633277515604,0,0.0356020762993103,0,0,1,1,0,0,1,0,0,0,0,1
295,0,0,0.5134630075221647,1,0.04468462982696504,0,0.12499278561740686,1,0,0,1,0,0,1,0,0,1,0,0
296,0,0,0.2900226187484292,0,0.00683259755416857,0,0.032596384151444315,0,0,1,1,0,0,1,0,0,1,0,0
297,0,1,0.01985423473234481,0,0.28868168671030603,1,0.1708343253109399,1,0,0,0,1,0,0,0,1,0,0,1
298,1,0,0.5134630075221647,0,0.050712944638960776,0,0.137524168181687,1,0,0,1,0,0,1,0,0,0,0,1
299,1,1,0.6230208595124404,1,0.04454762267214696,1,0.5580342971748478,1,0,0,1,0,0,0,1,0,1,0,0
300,1,1,0.26803216888665493,0,0.023428223473892527,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,1,0
301,1,0,0.3278158951094034,0,0.9317146191708531,1,0.05241699852826595,0,0,1,0,0,1,1,0,0,0,1,0
302,0,0,0.2334757476752953,1,0.0,1,0.0,0,0,1,1,0,0,1,0,0,0,0,1
303,1,1,0.35565434748646607,0,0.5749048561424875,0,0.05568601564078146,0,1,0,1,0,0,1,0,0,0,1,0
304,0,0,0.3278158951094034,1,0.00625666007002588,0,0.036297362421723954,0,0,1,1,0,0,1,0,0,0,0,1
305,1,0,0.006282985674792663,0,0.28868168671030603,1,0.1708343253109399,1,0,0,0,1,0,0,0,1,0,0,1
306,1,1,0.42965273568588025,0,0.044200030446034405,0,0.12499289834213488,1,0,0,1,0,0,1,0,0,1,0,0
307,1,1,0.20834380497612465,1,0.045055056578880606,1,0.24551445762271665,1,0,0,0,1,0,1,0,0,1,0,0
308,0,0,0.37170143252073384,1,0.008578170193332318,1,0.05410786944853259,0,1,0,0,1,0,1,0,0,1,0,0
309,1,1,0.37170143252073384,1,0.044362409296189176,0,0.12834657172539174,1,0,0,1,0,0,1,0,0,1,0,0
310,1,1,0.2963056044232219,0,0.02985487390267418,0,0.1874799349984128,1,0,0,1,0,0,1,0,0,1,0,0
311,1,1,0.22090977632571,1,0.04467448114883037,1,0.5915230102732808,1,0,0,0,0,1,0,0,1,1,0,0
312,0,1,0.32143754712239253,0,0.635944080783478,0,0.11723371713848728,0,1,0,0,1,0,0,1,0,0,0,1
313,0,0,0.34656948982156316,0,0.8860886994468972,0,0.0356020762993103,0,0,1,1,0,0,1,0,0,0,0,1
314,0,0,0.5350590600653431,1,0.03432536662099762,1,0.039453654806221684,0,1,0,0,1,0,0,1,0,0,0,1
315,1,1,0.32143754712239253,0,0.8815902978637034,0,0.03541450235188872,0,0,1,1,0,0,1,0,0,0,0,1
316,1,1,0.2963056044232219,0,0.6200005074339068,1,0.05861685856924364,0,1,0,0,1,0,1,0,0,0,0,1
317,0,0,0.6732847449107816,0,0.0736058253412493,0,0.06312584768995469,0,1,0,1,0,0,1,0,0,0,0,1
318,1,1,0.38426740387031916,0,0.09369259653930076,1,0.3716910783337662,1,0,0,1,0,0,0,0,1,0,0,1
319,1,1,0.49736114601658704,0,0.04304561830821536,0,0.3032295183678181,1,0,0,0,1,0,0,1,0,1,0,0
320,0,0,0.2711736617240512,1,0.05371695336682398,0,0.032690171125155106,0,0,1,1,0,0,1,0,0,0,0,1
321,0,0,0.33400351847197784,0,0.8860278073780891,0,0.0356020762993103,0,0,1,1,0,0,1,0,0,0,0,1
322,1,1,0.37170143252073384,0,0.5957730755569087,0,0.05568601564078146,0,1,0,1,0,0,1,0,0,0,1,0
323,1,1,0.2711736617240512,0,0.6310904754655706,1,0.06538034225031021,0,1,0,0,1,0,0,1,0,0,0,1
324,0,0,0.3278158951094034,1,0.005944588217384686,1,0.044800027620779066,0,0,1,0,0,1,0,0,1,0,0,1
325,1,1,0.4470972606182458,1,0.045060130917947944,0,0.2038563580353793,1,0,0,1,0,0,1,0,0,1,0,0
326,0,0,0.7612465443578789,0,0.876247018825798,0,0.02812481964043517,0,0,1,1,0,0,1,0,0,0,0,1
327,1,1,0.4470972606182458,0,0.07243872735576191,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
328,1,1,0.38426740387031916,0,0.9217308570558685,1,0.030849000567531426,0,0,1,0,1,0,0,1,0,0,0,1
329,1,1,0.19577783362653933,0,0.28254173643882885,1,0.13071379101376504,1,0,0,1,0,0,0,1,0,1,0,0
330,1,1,0.26803216888665493,0,0.9317146191708531,1,0.05241699852826595,0,0,1,0,0,1,1,0,0,0,1,0
331,0,0,0.5664739884393064,0,0.28680925559445886,0,0.12850618994026491,1,0,0,1,0,0,1,0,0,0,0,1
332,0,0,0.4722292033174164,1,0.044608514740954994,1,0.23065358097903982,1,0,0,1,0,0,0,1,0,0,0,1
333,0,0,0.19577783362653933,0,0.8772618866392653,1,0.040580902086399445,0,0,1,0,0,1,1,0,0,0,0,1
334,1,1,0.42965273568588025,1,0.04468209265743137,1,0.3013131979915159,1,0,0,0,1,0,1,0,0,0,0,1
335,0,0,0.3278158951094034,0,0.8860430303952911,0,0.0356020762993103,0,0,1,1,0,0,1,0,0,0,0,1
336,0,0,0.35913546117114853,0,0.28866900086263764,1,0.15014933771967792,1,0,0,0,1,0,1,0,0,0,0,1
337,1,1,0.5099271173661725,0,0.04304561830821536,0,0.3032295183678181,1,0,0,1,0,0,1,0,0,1,0,0
338,1,0,0.5601910027645137,0,0.019277414116811286,0,0.036297362421723954,0,0,1,1,0,0,1,0,0,0,0,1
339,0,0,0.5601910027645137,0,0.288689298218907,0,0.16006911378524225,1,0,0,1,0,0,1,0,0,0,0,1
340,1,0,0.01985423473234481,0,0.5837519663063886,1,0.03907790571282909,0,1,0,0,1,0,0,1,0,0,0,1
341,1,1,0.2963056044232219,0,0.050616532196681385,1,0.2964660346867515,1,0,0,0,0,1,0,0,1,0,0,1
342,0,0,0.34656948982156316,0,0.631095549804638,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
343,0,0,0.3088715757728072,0,0.6199852844167048,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
344,0,0,0.4470972606182458,0,0.5816105952199726,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
345,1,1,0.2963056044232219,0,0.6310777896179023,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
346,1,1,0.49736114601658704,0,0.07971279240878876,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
347,1,1,0.26803216888665493,0,0.9806794540011164,0,0.07259472484344791,0,0,1,0,1,0,1,0,0,0,0,1
348,1,0,0.032420206081930136,1,0.09557771350281627,1,0.03584646350965284,0,0,1,0,1,0,0,1,0,0,0,1
349,0,0,0.5224930887157577,0,0.7994316740244584,0,0.03905911825815946,0,0,1,1,0,0,1,0,0,0,0,1
350,0,0,0.2837396330736366,0,0.0184376110011671,0,0.041595424638559426,0,0,1,1,0,0,1,0,0,0,0,1
351,0,0,0.5134630075221647,0,0.28799411376668194,0,0.15781461922488674,1,0,0,1,0,0,1,0,0,0,0,1
352,0,0,0.18321186227695402,0,0.006837671893235906,0,0.032596384151444315,0,0,1,0,1,0,0,1,0,1,0,0
353,0,0,0.3088715757728072,0,0.8860734764296951,1,0.04013000317432834,0,0,1,0,1,0,1,0,0,0,0,1
354,0,0,0.3278158951094034,0,0.006715887755619831,0,0.03257744639713733,0,0,1,1,0,0,1,0,0,1,0,0
355,0,0,0.34656948982156316,0,0.877310092860405,0,0.04283539664675497,0,0,1,1,0,0,1,0,0,0,0,1
356,1,1,0.2711736617240512,0,0.28798142791901354,0,0.12399720081955386,1,0,0,1,0,0,0,1,0,0,0,1
357,0,1,0.4722292033174164,0,0.6030116202364643,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
358,1,1,0.26803216888665493,0,0.8396280509463643,0,0.0355272270799065,0,0,1,1,0,0,1,0,0,0,1,0
359,1,1,0.26803216888665493,0,0.8397523722535141,0,0.0355272270799065,0,0,1,1,0,0,1,0,0,0,1,0
360,0,0,0.49736114601658704,0,0.880621099101842,1,0.020966799411306376,0,0,1,0,1,0,0,0,1,0,0,1
361,0,0,0.35913546117114853,1,0.005498046379459076,0,0.12499278561740686,0,1,0,0,1,0,1,0,0,1,0,0
362,0,1,0.5601910027645137,0,0.006827523215101234,1,0.03258691527429083,0,0,1,1,0,0,0,1,0,1,0,0
363,0,0,0.4345312892686604,1,0.7535117473227452,0,0.0317883733010129,0,0,1,1,0,0,1,0,0,0,0,1
364,0,0,0.3278158951094034,0,0.9396787943370377,1,0.034944665685510634,0,0,1,0,1,0,1,0,0,0,1,0
365,0,0,0.37170143252073384,1,0.017953011620236464,0,0.032690171125155106,0,0,1,1,0,0,1,0,0,0,0,1
366,1,1,0.7486805730082936,0,0.2811513675343787,0,0.3393014313335065,1,0,0,0,1,0,1,0,0,1,0,0
367,1,1,0.26803216888665493,0,0.006662607195412798,0,0.032596384151444315,0,0,1,1,0,0,1,0,0,1,0,0
368,1,1,0.26803216888665493,0,0.03631450753539352,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,1,0
369,1,1,0.2963056044232219,1,0.044342111939919826,0,0.15623647303263785,1,0,0,1,0,0,1,0,0,1,0,0
370,1,0,0.3088715757728072,0,0.02984979956360684,0,0.24998602213372578,1,0,0,0,1,0,1,0,0,1,0,0
371,0,0,0.22090977632571,0,0.7535117473227452,0,0.029289491530314835,0,0,1,0,1,0,1,0,0,0,0,1
372,0,0,0.2334757476752953,0,0.82191860760136,0,0.036297362421723954,0,0,1,1,0,0,1,0,0,0,0,1
373,0,0,0.2711736617240512,1,0.045060130917947944,0,0.2038563580353793,1,0,0,1,0,0,1,0,0,1,0,0
374,0,1,0.032420206081930136,0,0.8877784543563202,1,0.02375673642974634,0,0,1,0,0,1,0,1,0,0,0,1
375,1,1,0.42965273568588025,1,0.0446643324706957,1,0.18525362162006176,1,0,0,0,1,0,1,0,0,1,0,0
376,1,1,0.2711736617240512,1,0.017955548789770133,0,0.032690171125155106,0,0,1,1,0,0,1,0,0,0,0,1
377,0,0,0.33400351847197784,0,0.2879763535799462,0,0.953651199030387,1,0,0,1,0,0,0,0,1,1,0,0
378,0,0,0.24604171902488062,0,0.0067184249251534996,0,0.018092318846853087,0,0,1,1,0,0,1,0,0,1,0,0
379,0,0,0.2334757476752953,0,0.8805728928807024,0,0.035057390413528414,0,0,1,1,0,0,1,0,0,0,0,1
380,1,1,0.5224930887157577,1,0.04505251940934694,0,0.2564769374224454,1,0,0,1,0,0,1,0,0,1,0,0
381,1,1,0.007288263382759488,0,0.006731110772821841,1,0.035489577020748564,0,0,1,1,0,0,0,0,1,1,0,0
382,0,0,0.39683337521990447,1,0.7535117473227452,0,0.03573373878163506,0,0,1,1,0,0,1,0,0,0,0,1
383,1,1,0.4345312892686604,0,0.2887019840665753,1,0.11723371713848728,1,0,0,0,1,0,1,0,0,0,0,1
384,0,0,0.3278158951094034,0,0.8860481047343585,0,0.0356020762993103,0,0,1,1,0,0,1,0,0,0,0,1
385,0,0,0.22090977632571,1,0.03775054549144974,0,0.06628214007445242,0,1,0,1,0,0,1,0,0,0,0,1
386,0,0,0.007288263382759488,1,0.005439691480184706,1,0.035245264960224704,0,0,1,0,0,1,0,0,1,0,0,1
387,1,1,0.4470972606182458,0,0.07065763434312682,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
388,0,0,0.3278158951094034,0,0.9328030649007968,0,0.03485087871179984,0,0,1,1,0,0,1,0,0,0,1,0
389,1,1,0.20834380497612465,1,0.004434972344852083,0,0.05410786944853259,0,1,0,1,0,0,1,0,0,1,0,0
390,1,0,0.4470972606182458,0,0.288628406150099,1,0.1352696736213315,1,0,0,0,1,0,0,0,1,0,0,1
391,1,0,0.2586076903744659,0,0.8880956005480287,0,0.0351511773872392,0,0,1,1,0,0,1,0,0,0,0,1
392,0,0,0.34656948982156316,0,0.7535117473227452,1,0.03573373878163506,0,0,1,0,0,1,1,0,0,0,0,1
393,1,1,0.2837396330736366,0,0.08949358096107983,1,0.17025191421618138,1,0,0,0,1,0,1,0,0,1,0,0
394,1,1,0.2963056044232219,1,0.024227431876998023,1,0.03765005915793726,0,0,1,1,0,0,0,0,1,0,0,1
395,0,0,0.2711736617240512,0,0.8881412695996347,0,0.0351511773872392,0,0,1,1,0,0,1,0,0,0,0,1
396,0,1,0.38426740387031916,0,0.8890419647840869,0,0.03541450235188872,0,0,1,1,0,0,1,0,0,0,0,1
397,0,0,0.5727569741140991,0,0.07206322626477901,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
398,0,0,0.2837396330736366,0,0.6197746993454103,0,0.04734438576746602,0,1,0,1,0,0,1,0,0,0,0,1
399,1,1,0.34656948982156316,0,0.6112777185771554,0,0.057038712376994774,0,1,0,1,0,0,1,0,0,0,0,1
400,1,0,0.4847951746670017,1,0.7535117473227452,0,0.03573373878163506,0,0,1,1,0,0,1,0,0,0,0,1
401,0,0,0.32143754712239253,0,0.8672705130156798,0,0.036297362421723954,0,0,1,1,0,0,1,0,0,0,0,1
402,0,1,0.2586076903744659,0,0.01049627036078551,0,0.04430081811098606,0,0,1,0,1,0,1,0,0,0,0,1
403,0,0,0.34656948982156316,1,0.7535117473227452,1,0.03573373878163506,0,0,1,0,1,0,1,0,0,0,0,1
404,0,1,0.24604171902488062,0,0.7994519713807278,0,0.03905911825815946,0,0,1,1,0,0,1,0,0,0,0,1
405,0,0,0.4219653179190751,0,0.07272542751306643,0,0.09468877153493203,0,1,0,0,1,0,1,0,0,0,0,1
406,0,0,0.6355868308620256,0,0.8805602070330341,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,0,1
407,1,0,0.032420206081930136,0,0.07384685644694779,1,0.02818118200444406,0,1,0,0,1,0,0,1,0,0,0,1
408,0,0,0.2586076903744659,0,0.7941137666818897,0,0.035057390413528414,0,0,1,1,0,0,1,0,0,0,0,1
409,0,1,0.26803216888665493,0,0.010486121682650836,1,0.02870726831010302,0,0,1,0,0,1,0,1,0,0,0,1
410,0,0,0.3278158951094034,0,0.8860354188866901,0,0.0356020762993103,0,0,1,1,0,0,1,0,0,0,0,1
411,0,0,0.3278158951094034,0,1.0,0,0.03092400008657259,0,0,1,1,0,0,1,0,0,0,1,0
412,1,1,0.4093993465694898,0,0.05056071446694069,1,0.20290451043199723,1,0,0,0,1,0,1,0,0,0,1,0
413,0,0,0.38100913634967415,0,0.6085477241589283,0,0.0,0,1,0,1,0,0,1,0,0,0,0,1
414,1,0,0.5476250314149284,1,0.7535117473227452,0,0.03573373878163506,0,0,1,1,0,0,1,0,0,0,0,1
415,0,1,0.26803216888665493,0,0.8704901811539048,0,0.036297362421723954,0,0,1,1,0,0,1,0,0,0,0,1
416,1,1,0.4219653179190751,0,0.07159892424011773,0,0.14654214642310912,0,1,0,0,1,0,0,1,0,0,0,1
417,1,1,0.22090977632571,0,0.6359466179530117,0,0.05861685856924364,0,1,0,1,0,0,0,0,1,0,0,1
418,0,0,0.37170143252073384,0,0.07161922159638708,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
419,0,1,0.12038200552902739,0,0.8772847211650683,1,0.03629736242172394,0,0,1,1,0,0,0,0,1,0,0,1
420,0,0,0.3278158951094034,0,0.8861166083117674,0,0.0356020762993103,0,0,1,1,0,0,1,0,0,1,0,0
421,0,0,0.2586076903744659,1,0.0330643933627645,0,0.034869365567194756,0,0,1,1,0,0,1,0,0,0,1,0
422,0,0,0.35913546117114853,0,0.7994164510072563,0,0.03550828932559951,0,0,1,1,0,0,1,0,0,0,0,1
423,0,1,0.34656948982156316,0,0.8806008017455728,1,0.03246472166911955,0,0,1,0,1,0,0,1,0,0,0,1
424,0,0,0.22090977632571,0,0.939080022327092,1,0.04556897130118604,0,0,1,0,1,0,0,1,0,0,0,1
425,0,0,0.3278158951094034,1,0.0868828335109352,0,0.032690171125155106,0,0,1,1,0,0,1,0,0,0,0,1
426,1,1,0.34656948982156316,0,0.005081950575937484,0,0.11723371713848728,0,1,0,0,1,0,1,0,0,0,0,1
427,1,1,0.2334757476752953,0,0.6359542294616127,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
428,0,0,0.3278158951094034,0,0.925688841528391,0,0.034944665685510634,0,0,1,1,0,0,1,0,0,0,1,0
429,1,0,0.39683337521990447,1,0.9947683564215761,0,0.036297362421723954,0,0,1,1,0,0,1,0,0,0,0,1
430,1,0,0.34656948982156316,0,0.28051961232049527,0,0.11971366115487836,1,0,0,1,0,0,1,0,0,0,0,1
431,1,1,0.26803216888665493,0,0.9554067082762471,1,0.036297362421723954,0,0,1,0,1,0,1,0,0,0,0,1
432,1,1,0.5224930887157577,1,0.00782716801136652,0,0.11723371713848728,0,1,0,0,1,0,1,0,0,0,0,1
433,0,0,0.20834380497612465,1,0.7535117473227452,0,0.03212654748506623,0,0,1,1,0,0,1,0,0,0,0,1
434,0,0,0.6230208595124404,0,0.03426954889125692,1,0.12602624592387382,1,0,0,0,1,0,1,0,0,0,0,1
435,1,1,0.17064589092736868,0,0.288628406150099,1,0.1352696736213315,1,0,0,0,1,0,0,0,1,0,0,1
436,0,1,0.2586076903744659,1,0.01676561627847973,1,0.03874912525611058,0,0,1,0,0,1,0,0,1,0,0,1
437,1,1,0.2963056044232219,0,0.07384685644694779,1,0.02818118200444406,0,1,0,0,0,1,0,0,1,0,0,1
438,0,0,0.7989444584066349,0,0.050616532196681385,1,0.2964660346867515,1,0,0,0,1,0,0,0,1,0,0,1
439,0,0,0.38426740387031916,1,0.047503425178870455,0,0.04734438576746602,0,1,0,1,0,0,1,0,0,0,0,1
440,1,1,0.5601910027645137,1,0.03432536662099762,1,0.039453654806221684,0,1,0,0,1,0,0,1,0,0,0,1
441,0,0,0.24604171902488062,0,0.8772745724869336,0,0.04283539664675497,0,0,1,1,0,0,1,0,0,0,0,1
442,0,0,0.3088715757728072,0,0.880590653067438,0,0.035057390413528414,0,0,1,0,1,0,1,0,0,0,0,1
443,1,1,0.34656948982156316,0,0.5846501243213071,0,0.05861685856924364,0,1,0,1,0,0,1,0,0,0,0,1
444,1,0,0.3278158951094034,0,0.1656923935657381,0,0.03657917424176839,0,0,1,1,0,0,1,0,0,0,0,1
445,1,0,0.04498617743151546,0,0.08534530877353226,0,0.3690981841399013,1,0,0,1,0,0,0,0,1,0,0,1
446,1,1,0.15807991957778336,0,0.6359263205967424,1,0.043962643926932735,0,1,0,1,0,0,0,1,0,0,0,1
447,1,0,0.4219653179190751,0,0.2887146699142437,0,0.11971366115487836,1,0,0,1,0,0,1,0,0,0,0,1
448,1,1,0.05755214878110078,0,0.006764093976759528,1,0.0217088662958474,0,0,1,0,0,1,0,1,0,1,0,0
449,1,0,0.648152802211611,0,0.28869437255797437,0,0.137524168181687,1,0,0,1,0,0,1,0,0,0,0,1
450,0,0,0.4470972606182458,1,0.08791546151113819,1,0.041708149366577206,0,1,0,0,1,0,0,0,1,0,0,1
451,0,0,0.3278158951094034,0,0.16568478205713708,0,0.0900296330765013,0,0,1,0,1,0,1,0,0,0,0,1
452,0,0,0.37170143252073384,0,0.2868295529507282,0,0.1251244480997316,1,0,0,1,0,0,1,0,0,1,0,0
